Station Name,Entries and exits - Full price tickets, Entries and exits - Reduced price tickets,Entries and exits - Season tickets,1920 Entries and exits,NLC,TLC,Region
Canterbury West,"499,220","1,447,484","605,466","2,552,170",5007,CBW,South East
Cantley,"4,368","7,026","5,654","17,048",7292,CNY,East
Capenhurst,"64,012","69,974","34,880","168,866",2186,CPU,North West
Carbis Bay,54,"211,700",600,"212,354",3542,CBB,South West
Cardenden,"17,516","22,324","2,894","42,734",9112,CDD,Scotland
Cardiff Bay,"668,954","68,884","725,124","1,462,962",3815,CDB,Wales - Cymru
Cardiff Central,"6,132,236","3,540,696","2,997,988","12,670,920",3899,CDF,Wales - Cymru
Cardiff Queen Street,"1,834,800","138,678","720,606","2,694,084",3900,CDQ,Wales - Cymru
Cardonald,"50,934","102,268","86,786","239,988",9624,CDO,Scotland
Cardross,"27,824","59,518","33,886","121,228",9969,CDR,Scotland
Carfin,"23,584","39,182","39,392","102,158",9877,CRF,Scotland
Carlisle,"256,016","1,871,790","96,896","2,224,702",2118,CAR,North West
Carlton,"24,212","20,928","12,412","57,552",6201,CTO,East Midlands
Carluke,"122,672","163,710","113,580","399,962",9702,CLU,Scotland
Carmarthen,"208,478","116,762","36,684","361,924",4068,CMN,Wales - Cymru
Carmyle,"36,054","58,050","40,630","134,734",9769,CML,Scotland
Carnforth,"40,966","118,974","29,060","189,000",2640,CNF,North West
Carnoustie,"62,242","51,578","20,008","133,828",9028,CAN,Scotland
Carntyne,"86,578","166,174","101,248","354,000",9897,CAY,Scotland
Carpenders Park,"348,952","637,998","166,156","1,153,106",1442,CPK,East
Carrbridge,"3,432","1,682",360,"5,474",8621,CAG,Scotland
Carshalton,"488,062","527,046","449,324","1,464,432",5405,CSH,London
Carshalton Beeches,"317,302","361,352","219,592","898,246",5406,CSB,London
Carstairs,"24,134","17,800","19,014","60,948",9704,CRS,Scotland
Cartsdyke,"23,900","52,964","28,412","105,276",9680,CDY,Scotland
Castle Bar Park,"31,716","23,800","25,572","81,088",3098,CBP,London
Castle Cary,"31,278","225,974","20,994","278,246",5703,CLC,South West
Castleford,"188,180","156,664","194,366","539,210",8359,CFD,Yorkshire And The Humber
Castleton Moor,"1,156","3,810",48,"5,014",7914,CSM,Yorkshire And The Humber
Caterham,"257,948","283,302","449,742","990,992",5351,CAT,South East
Catford,"315,832","340,672","512,064","1,168,568",5077,CTF,London
Catford Bridge,"670,708","850,594","1,235,102","2,756,404",5047,CFB,London
Cathays,"606,622","88,544","269,450","964,616",3820,CYS,Wales - Cymru
Cathcart,"130,156","299,872","232,100","662,128",9795,CCT,Scotland
Cattal,"17,200","37,034","7,328","61,562",8232,CTL,Yorkshire And The Humber
Causeland,14,"1,322",,"1,336",3568,CAU,South West
Cefn-Y-Bedd,"5,982",704,268,"6,954",2425,CYB,Wales - Cymru
Chadwell Heath,"1,381,604","1,692,752","980,390","4,054,746",6874,CTH,London
Chalkwell,"682,576","352,430","797,338","1,832,344",7469,CHW,East
Chandlers Ford,"57,506","60,976","46,508","164,990",5836,CFR,South East
Chapel-En-Le-Frith,"19,986","38,110","9,970","68,066",2762,CEF,East Midlands
Charing Cross (Glasgow),"471,242","847,034","831,440","2,149,716",9911,CHC,Scotland
Charlbury,"81,008","155,012","78,276","314,296",3004,CBY,South East
Charlton,"415,684","584,190","708,636","1,708,510",5144,CTN,London
Chartham,"24,292","31,456","23,458","79,206",5008,CRT,South East
Chassen Road,"18,922","7,462","31,396","57,780",2947,CSR,North West
Chatelherault,"20,462","36,736","56,844","114,042",9707,CTE,Scotland
Chatham,"574,978","862,786","1,181,356","2,619,120",5199,CTM,South East
Chathill,"1,518",226,"1,096","2,840",7792,CHT,North East
Cheadle Hulme,"319,130","294,230","295,628","908,988",2870,CHU,North West
Cheam,"369,404","377,520","367,884","1,114,808",5352,CHE,London
Cheddington,"24,936","23,176","30,582","78,694",1372,CED,South East
Chelmsford,"1,907,614","2,043,184","4,655,496","8,606,294",6836,CHM,East
Chelsfield,"320,566","124,060","528,582","973,208",5098,CLD,London
Cheltenham Spa,"675,642","1,668,206","246,870","2,590,718",4731,CNM,South West
Chepstow,"123,482","69,614","36,192","229,288",3774,CPW,Wales - Cymru
Cherry Tree,"12,236","22,476","6,416","41,128",2573,CYT,North West
Chertsey,"185,048","116,434","363,938","665,420",5553,CHY,South East
Cheshunt,"854,000","1,108,344","501,166","2,463,510",6814,CHN,East
Chessington North,"163,918","157,744","191,426","513,088",5582,CSN,London
Chessington South,"135,702","114,660","102,468","352,830",5554,CSS,London
Chester,"1,453,618","3,239,918","400,220","5,093,756",2412,CTR,North West
Chester Road,"174,000","262,058","614,436","1,050,494",1130,CRD,West Midlands
Chester-Le-Street,"47,886","89,764","55,806","193,456",7736,CLS,North East
Chesterfield,"399,332","1,241,410","225,258","1,866,000",6615,CHD,East Midlands
Chetnole,696,"1,670",354,"2,720",5840,CNO,South West
Chichester,"668,344","1,319,050","895,718","2,883,112",5255,CCH,South East
Chilham,"10,658","23,074","19,956","53,688",5009,CIL,South East
Chilworth,"8,314","8,438","4,952","21,704",5296,CHL,South East
Chingford,"741,048","876,334","403,114","2,020,496",6914,CHI,London
Chinley,"43,238","41,002","44,980","129,220",2823,CLY,East Midlands
Chippenham,"400,416","1,027,046","509,778","1,937,240",3267,CPM,South West
Chipstead,"47,878","46,344","51,502","145,724",5353,CHP,South East
Chirk,"44,822","27,182","6,026","78,030",4449,CRK,Wales - Cymru
Chislehurst,"399,536","344,466","369,404","1,113,406",5099,CIT,London
Chiswick,"324,520","375,616","295,800","995,936",5583,CHK,London
Cholsey,"54,960","130,398","99,090","284,448",3031,CHO,South East
Chorley,"145,204","385,954","167,538","698,696",2745,CRL,North West
Chorleywood,"242,832","280,572","33,740","557,144",546,CLW,East
Christchurch,"133,668","247,436","107,200","488,304",5879,CHR,South West
Church Fenton,"32,176","49,410","37,746","119,332",8233,CHF,Yorkshire And The Humber
Church Stretton,"80,570","30,446","15,744","126,760",4365,CTT,West Midlands
Cilmeri,584,630,,"1,214",3785,CIM,Wales - Cymru
City Thameslink,"2,984,198","1,810,082","3,278,542","8,072,822",5121,CTK,London
Clandon,"60,540","54,656","69,816","185,012",5555,CLA,South East
Clapham (North Yorkshire),"2,480","5,740",272,"8,492",2653,CPY,Yorkshire And The Humber
Clapham High Street,"505,264","592,364","607,160","1,704,788",5301,CLP,London
Clapham Junction,"7,721,306","11,273,928","9,897,114","28,892,348",5595,CLJ,London
Clapton,"533,208","713,718","484,020","1,730,946",6926,CPT,London
Clarbeston Road,"3,844","2,314",588,"6,746",4069,CLR,Wales - Cymru
Clarkston,"140,768","232,144","174,340","547,252",9792,CKS,Scotland
Claverdon,"1,422","1,666",608,"3,696",4593,CLV,West Midlands
Claygate,"152,320","136,704","305,810","594,834",5556,CLG,South East
Cleethorpes,"40,942","229,448","3,642","274,032",6274,CLE,Yorkshire And The Humber
Cleland,"21,782","34,644","15,714","72,140",9718,CEA,Scotland
Clifton Down,"425,048","84,198","218,528","727,774",3202,CFN,South West
Clitheroe,"63,414","174,522","67,322","305,258",2574,CLH,North West
Clock House,"349,054","346,594","490,320","1,185,968",5048,CLK,London
Clunderwen,"12,520","7,732",,"20,252",4070,CUW,Wales - Cymru
Clydebank,"95,398","160,368","121,176","376,942",9855,CYK,Scotland
Coatbridge Central,"19,256","21,696","8,620","49,572",9747,CBC,Scotland
Coatbridge Sunnyside,"153,060","255,450","186,552","595,062",9752,CBS,Scotland
Coatdyke,"79,100","97,370","103,164","279,634",9762,COA,Scotland
Codsall,"39,032","52,138","53,408","144,578",4616,CSL,West Midlands
Cogan,"193,128","16,734","75,738","285,600",3828,CGN,Wales - Cymru
Colchester,"575,374","1,557,968","2,116,102","4,249,444",6861,COL,East
Colchester Town,"99,630","269,770","366,414","735,814",6853,CET,East
Coleshill Parkway,"177,606","24,854","61,868","264,328",9882,CEH,West Midlands
Collingham,"92,174","7,558","28,300","128,032",6349,CLM,East Midlands
Collington,"59,272","70,984","77,802","208,058",5457,CLL,South East
Colne,"25,222","46,364","9,540","81,126",2562,CNE,North West
Colwall,"21,978","30,284","15,402","67,664",4876,CWL,West Midlands
Colwyn Bay,"113,138","139,100","19,206","271,444",2451,CWB,Wales - Cymru
Commondale,370,"2,050",24,"2,444",7515,COM,Yorkshire And The Humber
Congleton,"103,704","169,194","60,612","333,510",1227,CNG,North West
Conisbrough,"39,034","32,656","44,826","116,516",6488,CNS,Yorkshire And The Humber
Connel Ferry,"3,570","3,386",264,"7,220",8708,CON,Scotland
Cononley,"53,746","61,416","72,034","187,196",8470,CEY,Yorkshire And The Humber
Conway Park,"264,482","439,952","441,398","1,145,832",3624,CNP,North West
Conwy,"32,274","24,652",560,"57,486",2486,CNW,Wales - Cymru
Cooden Beach,"20,440","69,846","19,240","109,526",5458,COB,South East
Cookham,"58,646","71,026","90,992","220,664",3019,COO,South East
Cooksbridge,"9,950","9,394","23,514","42,858",5336,CBR,South East
Copplestone,"1,698","14,914","2,826","19,438",5821,COP,South West
Corbridge,"12,382","45,922","4,248","62,552",7504,CRB,North East
Corby,"49,024","186,594","65,970","301,588",1847,COR,East Midlands
Corkickle,"25,236","15,892","27,846","68,974",2049,CKL,North West
Corpach,"1,284","1,514",,"2,798",8824,CPA,Scotland
Corrour,"7,624","5,006",,"12,630",8825,CRR,Scotland
Coryton,"90,468","3,392","77,804","171,664",3905,COY,Wales - Cymru
Coseley,"82,100","193,186","276,062","551,348",1143,CSY,West Midlands
Cosford,"26,078","48,080","13,254","87,412",4617,COS,West Midlands
Cosham,"340,978","422,632","174,600","938,210",5896,CSA,South East
Cottingham,"35,802","111,208","72,466","219,476",8056,CGM,Yorkshire And The Humber
Cottingley,"40,020","19,510","42,300","101,830",8505,COT,Yorkshire And The Humber
Coulsdon South,"582,268","601,358","666,536","1,850,162",5408,CDS,London
Coventry,"1,990,724","3,855,380","2,030,668","7,876,772",1030,COV,West Midlands
Cowdenbeath,"47,368","69,608","18,074","135,050",9185,COW,Scotland
Cradley Heath,"149,022","315,486","407,158","871,666",4639,CRA,West Midlands
Craigendoran,"30,642","50,298","46,440","127,380",9970,CGD,Scotland
Cramlington,"54,090","55,768","26,676","136,534",7579,CRM,North East
Craven Arms,"50,594","29,080","16,492","96,166",3634,CRV,West Midlands
Crawley,"422,812","715,930","559,456","1,698,198",5484,CRW,South East
Crayford,"439,982","435,284","672,432","1,547,698",5100,CRY,London
Crediton,"7,808","52,924","5,874","66,606",5754,CDI,South West
Cressington,"121,766","332,010","296,434","750,210",2225,CSG,North West
Crewe,"972,608","2,028,474","399,834","3,400,916",1243,CRE,North West
Crewkerne,"20,688","113,304","24,958","158,950",5832,CKN,South West
Crews Hill,"34,014","54,652","24,944","113,610",6007,CWH,London
Crianlarich,"6,860","7,390",,"14,250",8826,CNR,Scotland
Criccieth,"14,540","8,468",946,"23,954",4312,CCC,Wales - Cymru
Cricklewood,"273,934","415,494","335,620","1,025,048",1519,CRI,London
Croftfoot,"41,040","124,650","103,848","269,538",9778,CFF,Scotland
Crofton Park,"288,934","313,458","260,844","863,236",5078,CFT,London
Cromer,"51,300","138,480","24,156","213,936",7295,CMR,East
Cromford,"15,714","24,988","3,846","44,548",1822,CMF,East Midlands
Cross Gates,"193,920","118,528","206,786","519,234",8473,CRG,Yorkshire And The Humber
Crossflatts,"138,634","99,984","266,922","505,540",8554,CFL,Yorkshire And The Humber
Crosshill,"62,196","188,498","112,058","362,752",9814,COI,Scotland
Crosskeys,"62,074","2,164","35,608","99,846",9902,CKY,Wales - Cymru
Crossmyloof,"171,836","380,544","180,428","732,808",9796,CMY,Scotland
Croston,"15,074","27,468","4,776","47,318",2313,CSO,North West
Crouch Hill,"183,986","251,068","161,904","596,958",7406,CRH,London
Crowborough,"62,240","92,178","222,006","376,424",5325,COH,South East
Crowhurst,"5,790","15,648","25,148","46,586",5233,CWU,South East
Crowle,"7,844","15,592","6,462","29,898",6524,CWE,Yorkshire And The Humber
Crowthorne,"83,882","107,594","85,852","277,328",5628,CRN,South East
Croy,"336,796","668,062","367,890","1,372,748",9943,CRO,Scotland
Crystal Palace,"1,008,788","1,377,694","1,183,872","3,570,354",5356,CYP,London
Cuddington,"31,882","37,000","18,370","87,252",2305,CUD,North West
Cuffley,"257,142","256,996","253,602","767,740",6008,CUF,East
Culham,"33,446","19,044","54,582","107,072",3107,CUM,South East
Culrain,206,96,10,312,8625,CUA,Scotland
Cumbernauld,"72,802","78,976","48,106","199,884",9721,CUB,Scotland
Cupar,"65,720","98,030","20,842","184,592",9121,CUP,Scotland
Curriehill,"35,928","22,742","22,308","80,978",9218,CUH,Scotland
Cuxton,"19,358","18,834","18,432","56,624",5201,CUX,South East
Cwmbach,"22,036","1,126","5,972","29,134",3981,CMH,Wales - Cymru
Cwmbran,"253,446","56,440","102,784","412,670",3738,CWM,Wales - Cymru
Cynghordy,954,476,,"1,430",4147,CYN,Wales - Cymru
Dagenham Dock,"145,904","137,872","106,984","390,760",7440,DDK,London
Daisy Hill,"67,896","94,968","146,744","309,608",2777,DSY,North West
Dalgety Bay,"90,204","92,992","89,486","272,682",9135,DAG,Scotland
Dalmally,"3,366","2,186",972,"6,524",8711,DAL,Scotland
Dalmarnock,"95,404","223,294","101,160","419,858",9790,DAK,Scotland
Dalmeny,"133,694","202,110","237,238","573,042",9415,DAM,Scotland
Dalmuir,"224,532","355,514","335,890","915,936",9992,DMR,Scotland
Dalreoch,"54,444","94,494","129,574","278,512",9864,DLR,Scotland
Dalry,"48,554","92,096","67,766","208,416",9483,DLY,Scotland
Dalwhinnie,"1,856","1,338",32,"3,226",8628,DLW,Scotland
Danby,660,"6,126",10,"6,796",7915,DNY,Yorkshire And The Humber
Danescourt,"68,548","2,874","36,116","107,538",3797,DCT,Wales - Cymru
Danzey,"4,400","2,432","1,166","7,998",4519,DZY,West Midlands
Darlington,"486,142","1,666,484","235,306","2,387,932",7877,DAR,North East
Darnall,"6,374","2,982","4,094","13,450",6729,DAN,Yorkshire And The Humber
Darsham,"10,108","47,118","4,308","61,534",7211,DSM,East
Dartford,"1,245,436","1,899,402","1,514,500","4,659,338",5101,DFD,South East
Darton,"47,754","54,624","60,384","162,762",8420,DRT,Yorkshire And The Humber
Darwen,"92,074","185,492","74,408","351,974",2576,DWN,North West
Datchet,"110,442","106,130","90,264","306,836",5668,DAT,South East
Davenport,"99,666","96,844","152,804","349,314",2770,DVN,North West
Dawlish,"55,640","352,176","111,766","519,582",3408,DWL,South West
Dawlish Warren,"10,154","167,818","8,576","186,548",3409,DWW,South West
Deal,"83,326","317,484","186,140","586,950",5011,DEA,South East
Deansgate,"301,850","716,988","304,312","1,323,150",2963,DGT,North West
Deganwy,"5,968","3,832","1,276","11,076",2480,DGY,Wales - Cymru
Deighton,"23,842","16,088","40,048","79,978",8441,DHN,Yorkshire And The Humber
Delamere,"12,160","29,840","1,554","43,554",2306,DLM,North West
Denby Dale,"61,952","61,070","44,650","167,672",8432,DBD,Yorkshire And The Humber
Denham,"70,652","62,130","153,586","286,368",3052,DNM,South East
Denham Golf Club,"9,808","6,218","15,478","31,504",3060,DGC,South East
Denmark Hill,"2,168,560","2,492,044","2,156,670","6,817,274",5421,DMK,London
Dent,"1,476","6,650",,"8,126",2103,DNT,North West
Denton,40,52,,92,2855,DTN,North West
Deptford,"435,104","627,932","875,656","1,938,692",5145,DEP,London
Derby,"1,223,196","2,534,754","462,064","4,220,014",1823,DBY,East Midlands
Devonport,"7,396","11,960","23,690","43,046",3579,DPT,South West
Dewsbury,"464,214","622,582","535,682","1,622,478",8326,DEW,Yorkshire And The Humber
Didcot Parkway,"665,110","1,526,776","1,147,918","3,339,804",3030,DID,South East
Dilton Marsh,"7,362","4,364","4,890","16,616",5502,DMH,South West
Dinas Powys,"62,828","7,896","14,424","85,148",3830,DNS,Wales - Cymru
Dingle Road,"116,126","6,368","28,650","151,144",3861,DGL,Wales - Cymru
Dingwall,"54,630","21,030","4,494","80,154",8632,DIN,Scotland
Dinsdale,"17,054","40,792","15,558","73,404",7897,DND,North East
Dinting,"47,084","46,116","70,404","163,604",2893,DTG,East Midlands
Disley,"49,790","64,636","92,432","206,858",2765,DSL,North West
Diss,"126,194","353,868","191,238","671,300",7348,DIS,East
Dodworth,"18,610","17,538","8,040","44,188",6781,DOD,Yorkshire And The Humber
Dolau,542,352,,894,4188,DOL,Wales - Cymru
Doleham,278,64,"2,732","3,074",5036,DLH,South East
Dolgarrog,48,314,,362,2538,DLG,Wales - Cymru
Dolwyddelan,"1,456","1,102",,"2,558",2452,DWD,Wales - Cymru
Doncaster,"989,174","2,399,316","557,916","3,946,406",6417,DON,Yorkshire And The Humber
Dorchester South,"113,488","311,068","26,546","451,102",5961,DCH,South West
Dorchester West,"23,564","64,586","5,512","93,662",5962,DCW,South West
Dorking West,"13,314","22,252","21,500","57,066",5297,DKT,South East
Dormans,"24,044","29,874","58,394","112,312",5413,DMS,South East
Dorridge,"156,840","350,968","306,664","814,472",4525,DDG,West Midlands
Dove Holes,"1,712","3,430",10,"5,152",2766,DVH,East Midlands
Dover Priory,"206,846","544,958","223,598","975,402",5033,DVP,South East
Dovercourt,"25,738","53,896","84,094","163,728",6901,DVC,East
Dovey Junction,"3,222","1,070",,"4,292",4436,DVY,Wales - Cymru
Downham Market,"118,920","236,900","156,952","512,772",7055,DOW,East
Drayton Green,"17,216","8,732","5,662","31,610",3099,DRG,London
Drayton Park,"325,770","260,016","198,842","784,628",6000,DYP,London
Drem,"41,160","32,842","30,796","104,798",9317,DRM,Scotland
Driffield,"47,362","149,806","66,054","263,222",8057,DRF,Yorkshire And The Humber
Drigg,"2,410","4,508","1,486","8,404",1994,DRI,North West
Droitwich Spa,"253,122","132,834","134,372","520,328",4878,DTW,West Midlands
Dronfield,"80,146","77,370","34,966","192,482",6616,DRO,East Midlands
Drumchapel,"86,078","170,838","66,938","323,854",9994,DMC,Scotland
Drumfrochar,"12,268","27,528","27,846","67,642",9967,DFR,Scotland
Drumgelloch,"105,948","156,244","145,406","407,598",9757,DRU,Scotland
Drumry,"60,268","121,378","53,868","235,514",9993,DMY,Scotland
Duddeston,"177,920","58,860","171,474","408,254",1040,DUD,West Midlands
Dudley Port,"89,386","159,232","276,344","524,962",1212,DDP,West Midlands
Duffield,"36,248","26,432","14,888","77,568",1691,DFI,East Midlands
Duirinish,750,128,,878,8681,DRN,Scotland
Duke Street,"43,416","117,984","29,558","190,958",9906,DST,Scotland
Dullingham,"10,560","5,850","18,676","35,086",7027,DUL,East
Dumbarton Central,"154,196","276,866","287,026","718,088",9866,DBC,Scotland
Dumbarton East,"98,854","181,216","147,766","427,836",9868,DBE,Scotland
Dumbreck,"44,120","97,374","31,582","173,076",9622,DUM,Scotland
Dumfries,"37,236","348,034","4,104","389,374",9490,DMF,Scotland
Dumpton Park,"6,862","9,942","8,956","25,760",5034,DMP,South East
Dunbar,"32,208","290,584","151,092","473,884",9397,DUN,Scotland
Dunblane,"163,816","284,800","92,400","541,016",8713,DBL,Scotland
Duncraig,366,134,,500,8682,DCG,Scotland
Dundee,"609,998","1,170,518","165,434","1,945,950",9039,DEE,Scotland
Dunfermline Queen Margaret,"72,108","93,536","67,416","233,060",9187,DFL,Scotland
Dunlop,"26,596","50,610","21,876","99,082",9492,DNL,Scotland
Dunrobin Castle,842,398,,"1,240",8642,DNO,Scotland
Dunston,"4,126","11,206","4,366","19,698",7744,DOT,North East
Dunton Green,"40,164","46,932","171,586","258,682",5102,DNG,South East
Durham,"271,492","2,151,046","310,298","2,732,836",7745,DHM,North East
Durrington-On-Sea,"143,724","249,198","251,672","644,594",5282,DUR,South East
Dyce,"196,982","107,292","52,114","356,388",8905,DYC,Scotland
Dyffryn Ardudwy,"9,100","3,314",910,"13,324",4455,DYF,Wales - Cymru
Eaglescliffe,"36,594","133,270","21,582","191,446",7916,EAG,North East
Ealing Broadway,"1,998,462","2,895,274","2,016,254","6,909,990",3190,EAL,London
Earlestown,"112,564","140,694","129,358","382,616",2292,ERL,North West
Earley,"176,450","194,430","198,708","569,588",5694,EAR,South East
Earlsfield,"1,822,212","2,143,552","2,553,302","6,519,066",5584,EAD,London
Earlswood (Surrey),"97,348","107,746","229,736","434,830",5414,ELD,South East
Earlswood (West Midlands),"5,842","21,090","4,580","31,512",4520,EWD,West Midlands
East Croydon,"6,752,450","9,843,856","8,409,320","25,005,626",5355,ECR,London
East Didsbury,"93,542","134,226","67,774","295,542",2949,EDY,North West
East Dulwich,"555,138","588,426","676,188","1,819,752",5358,EDW,London
East Farleigh,"8,982","11,994","13,226","34,202",5234,EFL,South East
East Garforth,"74,732","50,196","98,662","223,590",8472,EGF,Yorkshire And The Humber
East Grinstead,"249,444","442,604","777,790","1,469,838",5486,EGR,South East
East Kilbride,"228,664","384,846","378,390","991,900",9793,EKL,Scotland
East Malling,"24,854","32,548","48,602","106,004",5134,EML,South East
East Midlands Parkway,"68,046","234,082","41,292","343,420",1901,EMD,East Midlands
East Tilbury,"177,644","107,170","145,252","430,066",7471,ETL,East
East Worthing,"74,020","117,526","233,264","424,810",5283,EWR,South East
Eastbourne,"386,022","1,893,116","1,325,490","3,604,628",5448,EBN,South East
Eastbrook,"107,876","8,486","59,546","175,908",3795,EBK,Wales - Cymru
Easterhouse,"97,464","134,116","107,352","338,932",9894,EST,Scotland
Eastham Rake,"137,664","198,604","148,380","484,648",2128,ERA,North West
Eastleigh,"384,596","572,972","545,350","1,502,918",5899,ESL,South East
Eastrington,644,726,356,"1,726",8114,EGN,Yorkshire And The Humber
Ebbsfleet International,"516,048","835,898","625,700","1,977,646",5566,EBD,South East
Ebbw Vale Parkway,"22,198","3,216","18,686","44,100",9915,EBV,Wales - Cymru
Eccles Road,302,138,"1,950","2,390",7370,ECS,East
Eccleston Park,"29,372","32,962","23,518","85,852",2227,ECL,North West
Edale,"30,150","68,756",902,"99,808",2824,EDL,East Midlands
Eden Park,"219,160","208,454","186,198","613,812",5056,EDN,London
Edenbridge Town,"54,676","104,728","221,780","381,184",5359,EBT,South East
Edge Hill,"82,466","32,184","48,024","162,674",2169,EDG,North West
Edinburgh,"5,185,924","14,436,918","3,464,804","23,087,646",9328,EDB,Scotland
Edinburgh Park,"401,568","246,160","257,478","905,206",9395,EDP,Scotland
Edmonton Green,"1,071,904","1,510,918","1,010,612","3,593,434",6941,EDR,London
Effingham Junction,"93,022","81,194","93,226","267,442",5642,EFF,South East
Eggesford,"2,224","21,944","8,060","32,228",5822,EGG,South West
Egham,"704,014","754,198","470,780","1,928,992",5669,EGH,South East
Egton,206,"4,376","8,624","13,206",7918,EGT,Yorkshire And The Humber
Elgin,"84,460","198,784","21,426","304,670",8977,ELG,Scotland
Ellesmere Port,"126,258","277,510","68,332","472,100",2121,ELP,North West
Elmers End,"300,024","295,930","459,012","1,054,966",5049,ELE,London
Elmstead Woods,"354,548","283,198","495,276","1,133,022",5135,ESD,London
Elmswell,"28,334","28,142","14,574","71,050",7349,ESW,East
Elsecar,"68,110","56,100","55,480","179,690",6667,ELR,Yorkshire And The Humber
Eltham,"665,752","763,778","660,620","2,090,150",5103,ELW,London
Ely,"507,016","1,011,316","845,486","2,363,818",7068,ELY,East
Emerson Park,"174,376","96,898","50,690","321,964",7473,EMP,London
Emsworth,"94,602","156,898","94,414","345,914",5257,EMS,South East
Enfield Chase,"469,840","531,910","445,580","1,447,330",6010,ENC,London
Enfield Lock,"479,636","597,942","310,042","1,387,620",6815,ENL,London
Enfield Town,"774,564","988,396","487,388","2,250,348",6959,ENF,London
Entwistle,"2,234","12,860",684,"15,778",2747,ENT,North West
Epsom Downs,"41,522","39,138","31,430","112,090",5361,EPD,South East
Erdington,"137,626","235,426","656,454","1,029,506",1041,ERD,West Midlands
Eridge,"24,476","30,116","75,134","129,726",5459,ERI,South East
Erith,"279,118","333,050","396,958","1,009,126",5104,ERH,London
Esher,"290,514","256,394","529,980","1,076,888",5558,ESH,South East
Essex Road,"298,232","262,346","207,860","768,438",6004,EXR,London
Etchingham,"36,210","88,106","120,100","244,416",5217,ETC,South East
Euxton Balshaw Lane,"25,668","41,502","10,766","77,936",2080,EBA,North West
Evesham,"56,482","157,996","31,512","245,990",4740,EVE,West Midlands
Ewell East,"212,648","203,624","188,108","604,380",5415,EWE,South East
Ewell West,"444,440","441,376","407,422","1,293,238",5586,EWW,South East
Exeter Central,"345,628","1,573,836","616,852","2,536,316",5755,EXC,South West
Exmouth,"111,226","656,602","128,420","896,248",5756,EXM,South West
Exton,"5,130","16,550","5,748","27,428",5760,EXN,South West
Eynsford,"43,634","52,726","82,690","179,050",5065,EYN,South East
Fairbourne,"26,072","9,520","2,494","38,086",4416,FRB,Wales - Cymru
Fairfield,"17,066","8,742","17,508","43,316",2780,FRF,North West
Fairlie,"10,028","24,096","7,790","41,914",9452,FRL,Scotland
Fairwater,"49,988","1,904","28,390","80,282",3873,FRW,Wales - Cymru
Falconwood,"335,566","347,866","322,230","1,005,662",5137,FCN,London
Falkirk Grahamston,"201,760","319,860","187,384","709,004",9930,FKG,Scotland
Falkirk High,"254,964","404,202","236,796","895,962",9931,FKK,Scotland
Falls Of Cruachan,416,210,,626,8726,FOC,Scotland
Falmer,"412,112","908,652","253,364","1,574,128",5337,FMR,South East
Falmouth Docks,"7,804","92,080","14,204","114,088",3508,FAL,South West
Falmouth Town,"16,388","172,730","32,910","222,028",3591,FMT,South West
Fareham,"528,858","751,680","392,432","1,672,970",5900,FRM,South East
Farnborough (Main),"806,498","895,102","1,058,222","2,759,822",5521,FNB,South East
Farnborough North,"174,374","193,532","228,800","596,706",5688,FNN,South East
Farncombe,"212,568","194,478","372,762","779,808",5643,FNC,South East
Farnham,"448,470","519,490","579,888","1,547,848",5545,FNH,South East
Farningham Road,"43,374","53,900","101,710","198,984",5105,FNR,South East
Farnworth,"20,064","20,494","18,670","59,228",2811,FNW,North West
Farringdon,"6,049,526","4,604,012","5,843,124","16,496,662",577,ZFD,London
Fauldhouse,"12,716","17,332","8,700","38,748",9245,FLD,Scotland
Faversham,"257,324","546,070","740,018","1,543,412",5167,FAV,South East
Faygate,"3,280","1,344","3,990","8,614",5493,FGT,South East
Fazakerley,"185,638","647,972","632,012","1,465,622",2126,FAZ,North West
Fearn,"3,212",710,260,"4,182",8637,FRN,Scotland
Featherstone,"34,850","29,758","11,538","76,146",8544,FEA,Yorkshire And The Humber
Felixstowe,"45,958","104,180","20,274","170,412",7214,FLX,East
Feltham,"1,268,482","1,380,142","1,274,178","3,922,802",5559,FEL,London
Feniton,"12,922","33,020","7,782","53,724",5808,FNT,South West
Fenny Stratford,"5,730","9,744","10,972","26,446",1377,FEN,South East
Fernhill,"16,932",716,"1,662","19,310",3862,FER,Wales - Cymru
Ferriby,"17,114","19,910","12,842","49,866",8061,FRY,Yorkshire And The Humber
Ferryside,"11,430","4,816","3,482","19,728",4074,FYS,Wales - Cymru
Ffairfach,"2,174",874,80,"3,128",4066,FFA,Wales - Cymru
Filey,"21,986","106,656","11,106","139,748",8062,FIL,Yorkshire And The Humber
Filton Abbey Wood,"532,594","201,268","242,288","976,150",3235,FIT,South West
Finsbury Park,"2,237,732","3,087,296","2,344,678","7,669,706",6119,FPK,London
Finstock,776,74,692,"1,542",3012,FIN,South East
Fishersgate,"42,434","61,692","35,648","139,774",5284,FSG,South East
Fishguard Harbour,"2,194","10,388",,"12,582",4076,FGH,Wales - Cymru
Fiskerton,"26,620","3,344","6,744","36,708",6351,FSK,East Midlands
Fitzwilliam,"111,502","89,528","89,468","290,498",8583,FZW,Yorkshire And The Humber
Five Ways,"727,834","632,692","1,136,232","2,496,758",4503,FWY,West Midlands
Fleet,"408,052","514,336","785,362","1,707,750",5522,FLE,South East
Flimby,"3,952","5,728","3,164","12,844",2026,FLM,North West
